,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
19,0.0282,https://api.spotify.com/v1/audio-analysis/4ljwHVxOaRTuPJe5qtriKr,0.611,228520,0.947,4ljwHVxOaRTuPJe5qtriKr,0.0,4,0.303,-1.538,0,0.0558,105.94,4,https://api.spotify.com/v1/tracks/4ljwHVxOaRTuPJe5qtriKr,audio_features,spotify:track:4ljwHVxOaRTuPJe5qtriKr,0.564
20,0.212,https://api.spotify.com/v1/audio-analysis/33pEKWX4isAp2xAp82gzbj,0.62,216600,0.887,33pEKWX4isAp2xAp82gzbj,3.73e-06,2,0.178,-5.002,1,0.0489,92.019,4,https://api.spotify.com/v1/tracks/33pEKWX4isAp2xAp82gzbj,audio_features,spotify:track:33pEKWX4isAp2xAp82gzbj,0.685
21,0.0302,https://api.spotify.com/v1/audio-analysis/3KYZ5iuQveMDngVTMCtPjd,0.551,200876,0.716,3KYZ5iuQveMDngVTMCtPjd,0.0,1,0.0827,-6.116,1,0.0994,171.756,4,https://api.spotify.com/v1/tracks/3KYZ5iuQveMDngVTMCtPjd,audio_features,spotify:track:3KYZ5iuQveMDngVTMCtPjd,0.366
22,0.0407,https://api.spotify.com/v1/audio-analysis/0HUxldRfI3EqH6wMesQDmv,0.602,156478,0.265,0HUxldRfI3EqH6wMesQDmv,0.00112,0,0.152,-13.312,1,0.0987,78.427,4,https://api.spotify.com/v1/tracks/0HUxldRfI3EqH6wMesQDmv,audio_features,spotify:track:0HUxldRfI3EqH6wMesQDmv,0.436
23,0.811,https://api.spotify.com/v1/audio-analysis/0tAU806GzmiZEFyQGJhGxy,0.413,151957,0.491,0tAU806GzmiZEFyQGJhGxy,0.0,0,0.143,-4.598,0,0.0292,163.565,4,https://api.spotify.com/v1/tracks/0tAU806GzmiZEFyQGJhGxy,audio_features,spotify:track:0tAU806GzmiZEFyQGJhGxy,0.52
24,0.815,https://api.spotify.com/v1/audio-analysis/32yoQh1MEGY5BiYF3rqB1s,0.545,201216,0.389,32yoQh1MEGY5BiYF3rqB1s,0.0,0,0.0881,-5.378,1,0.0336,82.873,4,https://api.spotify.com/v1/tracks/32yoQh1MEGY5BiYF3rqB1s,audio_features,spotify:track:32yoQh1MEGY5BiYF3rqB1s,0.289
25,0.0407,https://api.spotify.com/v1/audio-analysis/0HUxldRfI3EqH6wMesQDmv,0.602,156478,0.265,0HUxldRfI3EqH6wMesQDmv,0.00112,0,0.152,-13.312,1,0.0987,78.427,4,https://api.spotify.com/v1/tracks/0HUxldRfI3EqH6wMesQDmv,audio_features,spotify:track:0HUxldRfI3EqH6wMesQDmv,0.436
26,0.0154,https://api.spotify.com/v1/audio-analysis/2Lxn120kiYdX4Ues707qtH,0.659,181257,0.91,2Lxn120kiYdX4Ues707qtH,0.00124,1,0.234,-6.126,1,0.0554,104.018,4,https://api.spotify.com/v1/tracks/2Lxn120kiYdX4Ues707qtH,audio_features,spotify:track:2Lxn120kiYdX4Ues707qtH,0.647
27,0.00266,https://api.spotify.com/v1/audio-analysis/2n3CaPGPLYnYAvTEwKCX8t,0.712,231625,0.922,2n3CaPGPLYnYAvTEwKCX8t,1.9e-06,6,0.268,-3.902,0,0.0411,125.984,4,https://api.spotify.com/v1/tracks/2n3CaPGPLYnYAvTEwKCX8t,audio_features,spotify:track:2n3CaPGPLYnYAvTEwKCX8t,0.976
28,0.637,https://api.spotify.com/v1/audio-analysis/0IF0vGwaJQ8ZCh0QxhW6OV,0.678,233000,0.899,0IF0vGwaJQ8ZCh0QxhW6OV,0.0,10,0.347,-2.937,1,0.048,124.944,4,https://api.spotify.com/v1/tracks/0IF0vGwaJQ8ZCh0QxhW6OV,audio_features,spotify:track:0IF0vGwaJQ8ZCh0QxhW6OV,0.757
29,0.271,https://api.spotify.com/v1/audio-analysis/0ZUo4YjG4saFnEJhdWp9Bt,0.519,199947,0.749,0ZUo4YjG4saFnEJhdWp9Bt,0.0,6,0.119,-3.318,0,0.0405,147.905,4,https://api.spotify.com/v1/tracks/0ZUo4YjG4saFnEJhdWp9Bt,audio_features,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt,0.29
30,0.0835,https://api.spotify.com/v1/audio-analysis/79FoDauqgqdVBUg66rsHJR,0.467,246627,0.641,79FoDauqgqdVBUg66rsHJR,3.49e-05,9,0.0853,-4.721,1,0.0346,148.045,4,https://api.spotify.com/v1/tracks/79FoDauqgqdVBUg66rsHJR,audio_features,spotify:track:79FoDauqgqdVBUg66rsHJR,0.239
0,0.0004,https://api.spotify.com/v1/audio-analysis/5lDriBxJd22IhOH9zTcFrV,0.453,193653,0.942,5lDriBxJd22IhOH9zTcFrV,2.65e-06,10,0.667,-4.256,1,0.0466,143.85,4,https://api.spotify.com/v1/tracks/5lDriBxJd22IhOH9zTcFrV,audio_features,spotify:track:5lDriBxJd22IhOH9zTcFrV,0.457
1,0.000242,https://api.spotify.com/v1/audio-analysis/5oQcOu1omDykbIPSdSQQNJ,0.606,193000,0.887,5oQcOu1omDykbIPSdSQQNJ,0.0,4,0.337,-4.404,1,0.0598,119.974,4,https://api.spotify.com/v1/tracks/5oQcOu1omDykbIPSdSQQNJ,audio_features,spotify:track:5oQcOu1omDykbIPSdSQQNJ,0.903
2,0.00166,https://api.spotify.com/v1/audio-analysis/6GIrIt2M39wEGwjCQjGChX,0.423,206520,0.94,6GIrIt2M39wEGwjCQjGChX,0.0,1,0.178,-4.012,0,0.0635,149.934,4,https://api.spotify.com/v1/tracks/6GIrIt2M39wEGwjCQjGChX,audio_features,spotify:track:6GIrIt2M39wEGwjCQjGChX,0.505
3,0.565,https://api.spotify.com/v1/audio-analysis/5gBQ3x6u7DCvMW1QoP3CpG,0.636,244173,0.559,5gBQ3x6u7DCvMW1QoP3CpG,9.08e-06,7,0.0971,-7.454,1,0.0274,120.487,4,https://api.spotify.com/v1/tracks/5gBQ3x6u7DCvMW1QoP3CpG,audio_features,spotify:track:5gBQ3x6u7DCvMW1QoP3CpG,0.288
4,0.448,https://api.spotify.com/v1/audio-analysis/0mUyMawtxj1CJ76kn9gIZK,0.599,233640,0.785,0mUyMawtxj1CJ76kn9gIZK,0.00336,3,0.151,-4.013,1,0.0309,140.046,4,https://api.spotify.com/v1/tracks/0mUyMawtxj1CJ76kn9gIZK,audio_features,spotify:track:0mUyMawtxj1CJ76kn9gIZK,0.52
5,0.000198,https://api.spotify.com/v1/audio-analysis/2l57cfmCnOkwNX1tky02n1,0.529,238880,0.922,2l57cfmCnOkwNX1tky02n1,0.0,3,0.26,-3.84,1,0.0459,109.847,4,https://api.spotify.com/v1/tracks/2l57cfmCnOkwNX1tky02n1,audio_features,spotify:track:2l57cfmCnOkwNX1tky02n1,0.628
6,0.344,https://api.spotify.com/v1/audio-analysis/6RcQOut9fWL6FSqeIr5M1r,0.918,199907,0.918,6RcQOut9fWL6FSqeIr5M1r,5.35e-06,10,0.0243,-2.218,0,0.0954,110.024,4,https://api.spotify.com/v1/tracks/6RcQOut9fWL6FSqeIr5M1r,audio_features,spotify:track:6RcQOut9fWL6FSqeIr5M1r,0.882
7,6.79e-05,https://api.spotify.com/v1/audio-analysis/4omisSlTk6Dsq2iQD7MA07,0.487,204000,0.9,4omisSlTk6Dsq2iQD7MA07,0.0,0,0.358,-4.417,1,0.0482,149.937,4,https://api.spotify.com/v1/tracks/4omisSlTk6Dsq2iQD7MA07,audio_features,spotify:track:4omisSlTk6Dsq2iQD7MA07,0.484
8,0.0424,https://api.spotify.com/v1/audio-analysis/3mcG2NI5G5vhrQtRda1YnA,0.629,168253,0.897,3mcG2NI5G5vhrQtRda1YnA,0.0,2,0.263,-3.401,1,0.0483,161.944,4,https://api.spotify.com/v1/tracks/3mcG2NI5G5vhrQtRda1YnA,audio_features,spotify:track:3mcG2NI5G5vhrQtRda1YnA,0.93
9,0.0079,https://api.spotify.com/v1/audio-analysis/3SqOC9IRDYGSq9cH6K2GQI,0.495,175093,0.938,3SqOC9IRDYGSq9cH6K2GQI,0.0,1,0.14,-3.267,1,0.124,177.754,4,https://api.spotify.com/v1/tracks/3SqOC9IRDYGSq9cH6K2GQI,audio_features,spotify:track:3SqOC9IRDYGSq9cH6K2GQI,0.881
10,0.000659,https://api.spotify.com/v1/audio-analysis/0MsrWnxQZxPAcov7c74sSo,0.29,493400,0.827,0MsrWnxQZxPAcov7c74sSo,2.55e-06,8,0.301,-3.451,1,0.0362,167.086,4,https://api.spotify.com/v1/tracks/0MsrWnxQZxPAcov7c74sSo,audio_features,spotify:track:0MsrWnxQZxPAcov7c74sSo,0.45
11,0.000192,https://api.spotify.com/v1/audio-analysis/68pN2UQYhwQgPy7VrCFKuV,0.566,207093,0.835,68pN2UQYhwQgPy7VrCFKuV,0.0,9,0.0581,-5.885,1,0.0504,116.041,4,https://api.spotify.com/v1/tracks/68pN2UQYhwQgPy7VrCFKuV,audio_features,spotify:track:68pN2UQYhwQgPy7VrCFKuV,0.749
12,0.000484,https://api.spotify.com/v1/audio-analysis/0OJXdyyVL8K6aovPgfqCcN,0.559,217933,0.963,0OJXdyyVL8K6aovPgfqCcN,0.00303,7,0.183,-1.938,1,0.0817,164.057,4,https://api.spotify.com/v1/tracks/0OJXdyyVL8K6aovPgfqCcN,audio_features,spotify:track:0OJXdyyVL8K6aovPgfqCcN,0.7
13,0.00212,https://api.spotify.com/v1/audio-analysis/46SFeuNs1K5D76D9vCwFuR,0.619,179947,0.958,46SFeuNs1K5D76D9vCwFuR,2.23e-06,4,0.622,-3.83,1,0.0776,150.025,4,https://api.spotify.com/v1/tracks/46SFeuNs1K5D76D9vCwFuR,audio_features,spotify:track:46SFeuNs1K5D76D9vCwFuR,0.819
14,0.00275,https://api.spotify.com/v1/audio-analysis/1FMHNVeJ9s1x1l1WlaRs2I,0.335,244827,0.676,1FMHNVeJ9s1x1l1WlaRs2I,0.0,0,0.141,-4.68,1,0.0301,175.845,4,https://api.spotify.com/v1/tracks/1FMHNVeJ9s1x1l1WlaRs2I,audio_features,spotify:track:1FMHNVeJ9s1x1l1WlaRs2I,0.341
15,0.022,https://api.spotify.com/v1/audio-analysis/1N62wozuHCvczCkY4QidpP,0.592,236267,0.729,1N62wozuHCvczCkY4QidpP,0.0,8,0.0653,-4.156,1,0.0448,116.03,4,https://api.spotify.com/v1/tracks/1N62wozuHCvczCkY4QidpP,audio_features,spotify:track:1N62wozuHCvczCkY4QidpP,0.709
16,0.00129,https://api.spotify.com/v1/audio-analysis/33iv3wnGMrrDugd7GBso1z,0.494,169027,0.946,33iv3wnGMrrDugd7GBso1z,0.0,4,0.398,-2.757,1,0.0637,103.408,4,https://api.spotify.com/v1/tracks/33iv3wnGMrrDugd7GBso1z,audio_features,spotify:track:33iv3wnGMrrDugd7GBso1z,0.741
17,0.00107,https://api.spotify.com/v1/audio-analysis/1hIupFeRu3nmMcjbjxPnMc,0.527,198333,0.834,1hIupFeRu3nmMcjbjxPnMc,0.000102,1,0.0993,-5.531,1,0.0447,110.065,4,https://api.spotify.com/v1/tracks/1hIupFeRu3nmMcjbjxPnMc,audio_features,spotify:track:1hIupFeRu3nmMcjbjxPnMc,0.422
18,0.000891,https://api.spotify.com/v1/audio-analysis/3mNecsYFb6LQg7822DPXCP,0.481,189333,0.94,3mNecsYFb6LQg7822DPXCP,0.0,7,0.0939,-5.204,1,0.066,96.493,4,https://api.spotify.com/v1/tracks/3mNecsYFb6LQg7822DPXCP,audio_features,spotify:track:3mNecsYFb6LQg7822DPXCP,0.66
19,0.00832,https://api.spotify.com/v1/audio-analysis/42et6fnHCw1HIPSrdPprMl,0.64,268360,0.864,42et6fnHCw1HIPSrdPprMl,0.0,7,0.123,-6.576,1,0.0315,102.026,4,https://api.spotify.com/v1/tracks/42et6fnHCw1HIPSrdPprMl,audio_features,spotify:track:42et6fnHCw1HIPSrdPprMl,0.7
20,0.00293,https://api.spotify.com/v1/audio-analysis/6L89mwZXSOwYl76YXfX13s,0.442,181533,0.943,6L89mwZXSOwYl76YXfX13s,8.71e-06,3,0.091,-3.205,1,0.0602,85.064,4,https://api.spotify.com/v1/tracks/6L89mwZXSOwYl76YXfX13s,audio_features,spotify:track:6L89mwZXSOwYl76YXfX13s,0.781
21,0.0843,https://api.spotify.com/v1/audio-analysis/1S30kHvkkdMkcuCTGSgS41,0.405,191560,0.689,1S30kHvkkdMkcuCTGSgS41,0.0,10,0.207,-5.75,1,0.0365,155.189,4,https://api.spotify.com/v1/tracks/1S30kHvkkdMkcuCTGSgS41,audio_features,spotify:track:1S30kHvkkdMkcuCTGSgS41,0.397
22,0.0572,https://api.spotify.com/v1/audio-analysis/2IiNA0s5eQBSjwK4iNeUvW,0.585,244507,0.776,2IiNA0s5eQBSjwK4iNeUvW,7.74e-06,5,0.3,-5.898,1,0.0459,77.987,4,https://api.spotify.com/v1/tracks/2IiNA0s5eQBSjwK4iNeUvW,audio_features,spotify:track:2IiNA0s5eQBSjwK4iNeUvW,0.427
23,0.000123,https://api.spotify.com/v1/audio-analysis/7HGTkn2aX7MNdKs7nV2xBt,0.5,197160,0.975,7HGTkn2aX7MNdKs7nV2xBt,0.000379,10,0.104,-3.176,0,0.0824,138.005,4,https://api.spotify.com/v1/tracks/7HGTkn2aX7MNdKs7nV2xBt,audio_features,spotify:track:7HGTkn2aX7MNdKs7nV2xBt,0.767
