,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
10,0.0569,https://api.spotify.com/v1/audio-analysis/2gam98EZKrF9XuOkU13ApN,0.808,242293,0.97,2gam98EZKrF9XuOkU13ApN,6.13e-05,10,0.154,-6.098,0,0.0506,114.328,4,https://api.spotify.com/v1/tracks/2gam98EZKrF9XuOkU13ApN,audio_features,spotify:track:2gam98EZKrF9XuOkU13ApN,0.868
11,0.00206,https://api.spotify.com/v1/audio-analysis/4Y45aqo9QMa57rDsAJv40A,0.71,211693,0.553,4Y45aqo9QMa57rDsAJv40A,5.48e-05,4,0.0469,-4.722,0,0.0292,99.005,4,https://api.spotify.com/v1/tracks/4Y45aqo9QMa57rDsAJv40A,audio_features,spotify:track:4Y45aqo9QMa57rDsAJv40A,0.731
12,0.0759,https://api.spotify.com/v1/audio-analysis/1HwpWwa6bnqqRhK8agG4RS,0.66,214227,0.666,1HwpWwa6bnqqRhK8agG4RS,0.0,9,0.0268,-4.342,1,0.0472,89.975,4,https://api.spotify.com/v1/tracks/1HwpWwa6bnqqRhK8agG4RS,audio_features,spotify:track:1HwpWwa6bnqqRhK8agG4RS,0.933
13,0.0352,https://api.spotify.com/v1/audio-analysis/20ORwCJusz4KS2PbTPVNKo,0.693,216880,0.709,20ORwCJusz4KS2PbTPVNKo,3.4e-06,9,0.0688,-5.787,1,0.0608,79.237,4,https://api.spotify.com/v1/tracks/20ORwCJusz4KS2PbTPVNKo,audio_features,spotify:track:20ORwCJusz4KS2PbTPVNKo,0.889
14,0.352,https://api.spotify.com/v1/audio-analysis/7k6IzwMGpxnRghE7YosnXT,0.803,192213,0.454,7k6IzwMGpxnRghE7YosnXT,0.0,8,0.0655,-4.802,0,0.0294,99.99,4,https://api.spotify.com/v1/tracks/7k6IzwMGpxnRghE7YosnXT,audio_features,spotify:track:7k6IzwMGpxnRghE7YosnXT,0.739
15,0.189,https://api.spotify.com/v1/audio-analysis/1Bv0Yl01xBDZD4OQP93fyl,0.775,256427,0.731,1Bv0Yl01xBDZD4OQP93fyl,0.0,8,0.129,-5.446,1,0.134,131.105,4,https://api.spotify.com/v1/tracks/1Bv0Yl01xBDZD4OQP93fyl,audio_features,spotify:track:1Bv0Yl01xBDZD4OQP93fyl,0.821
16,6.79e-05,https://api.spotify.com/v1/audio-analysis/4omisSlTk6Dsq2iQD7MA07,0.487,204000,0.9,4omisSlTk6Dsq2iQD7MA07,0.0,0,0.358,-4.417,1,0.0482,149.937,4,https://api.spotify.com/v1/tracks/4omisSlTk6Dsq2iQD7MA07,audio_features,spotify:track:4omisSlTk6Dsq2iQD7MA07,0.484
17,0.0246,https://api.spotify.com/v1/audio-analysis/7xYnUQigPoIDAMPVK79NEq,0.846,229867,0.482,7xYnUQigPoIDAMPVK79NEq,0.0,1,0.393,-6.721,0,0.129,100.969,4,https://api.spotify.com/v1/tracks/7xYnUQigPoIDAMPVK79NEq,audio_features,spotify:track:7xYnUQigPoIDAMPVK79NEq,0.212
18,0.0708,https://api.spotify.com/v1/audio-analysis/6d8A5sAx9TfdeseDvfWNHd,0.705,210453,0.796,6d8A5sAx9TfdeseDvfWNHd,0.0,7,0.388,-6.845,1,0.267,166.042,4,https://api.spotify.com/v1/tracks/6d8A5sAx9TfdeseDvfWNHd,audio_features,spotify:track:6d8A5sAx9TfdeseDvfWNHd,0.864
19,0.00543,https://api.spotify.com/v1/audio-analysis/4pmc2AxSEq6g7hPVlJCPyP,0.771,230200,0.685,4pmc2AxSEq6g7hPVlJCPyP,0.00157,1,0.0537,-4.639,1,0.0567,88.997,4,https://api.spotify.com/v1/tracks/4pmc2AxSEq6g7hPVlJCPyP,audio_features,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,0.683
20,0.0418,https://api.spotify.com/v1/audio-analysis/215JYyyUnrJ98NK3KEwu6d,0.715,292307,0.75,215JYyyUnrJ98NK3KEwu6d,0.0,4,0.139,-4.898,1,0.0448,119.992,4,https://api.spotify.com/v1/tracks/215JYyyUnrJ98NK3KEwu6d,audio_features,spotify:track:215JYyyUnrJ98NK3KEwu6d,0.71
21,0.101,https://api.spotify.com/v1/audio-analysis/0uqPG793dkDDN7sCUJJIVC,0.835,272533,0.687,0uqPG793dkDDN7sCUJJIVC,0.0,5,0.132,-3.18,1,0.184,94.059,4,https://api.spotify.com/v1/tracks/0uqPG793dkDDN7sCUJJIVC,audio_features,spotify:track:0uqPG793dkDDN7sCUJJIVC,0.828
22,0.00349,https://api.spotify.com/v1/audio-analysis/19Js5ypV6JKn4DMExHQbGc,0.728,193043,0.801,19Js5ypV6JKn4DMExHQbGc,0.000195,4,0.0907,-3.636,1,0.0752,119.989,4,https://api.spotify.com/v1/tracks/19Js5ypV6JKn4DMExHQbGc,audio_features,spotify:track:19Js5ypV6JKn4DMExHQbGc,0.813
23,0.00509,https://api.spotify.com/v1/audio-analysis/1JURww012QnWAw0zZXi6Aa,0.571,234147,0.89,1JURww012QnWAw0zZXi6Aa,0.0,9,0.0769,-1.6,1,0.0395,110.958,4,https://api.spotify.com/v1/tracks/1JURww012QnWAw0zZXi6Aa,audio_features,spotify:track:1JURww012QnWAw0zZXi6Aa,0.751
24,0.119,https://api.spotify.com/v1/audio-analysis/7DFnq8FYhHMCylykf6ZCxA,0.536,229040,0.612,7DFnq8FYhHMCylykf6ZCxA,0.0,4,0.209,-5.847,1,0.272,86.768,4,https://api.spotify.com/v1/tracks/7DFnq8FYhHMCylykf6ZCxA,audio_features,spotify:track:7DFnq8FYhHMCylykf6ZCxA,0.57
25,0.00357,https://api.spotify.com/v1/audio-analysis/1TfAhjzRBWzYZ8IdUV3igl,0.659,201960,0.869,1TfAhjzRBWzYZ8IdUV3igl,0.0,11,0.302,-5.858,1,0.046,106.966,4,https://api.spotify.com/v1/tracks/1TfAhjzRBWzYZ8IdUV3igl,audio_features,spotify:track:1TfAhjzRBWzYZ8IdUV3igl,0.811
26,0.41,https://api.spotify.com/v1/audio-analysis/1Y4ZdPOOgCUhBcKZOrUFiS,0.619,219773,0.87,1Y4ZdPOOgCUhBcKZOrUFiS,1.37e-06,2,0.0571,-4.956,1,0.501,188.772,4,https://api.spotify.com/v1/tracks/1Y4ZdPOOgCUhBcKZOrUFiS,audio_features,spotify:track:1Y4ZdPOOgCUhBcKZOrUFiS,0.94
27,0.004,https://api.spotify.com/v1/audio-analysis/6MjljecHzHelUDismyKkba,0.624,199120,0.976,6MjljecHzHelUDismyKkba,1.18e-05,8,0.376,-5.355,1,0.0494,142.008,4,https://api.spotify.com/v1/tracks/6MjljecHzHelUDismyKkba,audio_features,spotify:track:6MjljecHzHelUDismyKkba,0.514
28,0.0444,https://api.spotify.com/v1/audio-analysis/67T6l4q3zVjC5nZZPXByU8,0.615,221253,0.711,67T6l4q3zVjC5nZZPXByU8,0.0,11,0.145,-5.507,1,0.0779,144.036,4,https://api.spotify.com/v1/tracks/67T6l4q3zVjC5nZZPXByU8,audio_features,spotify:track:67T6l4q3zVjC5nZZPXByU8,0.711
29,0.522,https://api.spotify.com/v1/audio-analysis/34ceTg8ChN5HjrqiIYCn9Q,0.673,232000,0.683,34ceTg8ChN5HjrqiIYCn9Q,0.0,1,0.235,-5.693,1,0.115,171.86,4,https://api.spotify.com/v1/tracks/34ceTg8ChN5HjrqiIYCn9Q,audio_features,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,0.713
30,0.00124,https://api.spotify.com/v1/audio-analysis/5Q0Nhxo0l2bP3pNjpGJwV1,0.454,202067,0.708,5Q0Nhxo0l2bP3pNjpGJwV1,0.000181,10,0.0679,-4.526,0,0.0675,192.18,4,https://api.spotify.com/v1/tracks/5Q0Nhxo0l2bP3pNjpGJwV1,audio_features,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,0.483
31,0.00166,https://api.spotify.com/v1/audio-analysis/6GIrIt2M39wEGwjCQjGChX,0.423,206520,0.94,6GIrIt2M39wEGwjCQjGChX,0.0,1,0.178,-4.012,0,0.0635,149.934,4,https://api.spotify.com/v1/tracks/6GIrIt2M39wEGwjCQjGChX,audio_features,spotify:track:6GIrIt2M39wEGwjCQjGChX,0.505
32,0.173,https://api.spotify.com/v1/audio-analysis/4E5P1XyAFtrjpiIxkydly4,0.706,182307,0.751,4E5P1XyAFtrjpiIxkydly4,0.0,9,0.168,-6.323,1,0.0708,91.031,4,https://api.spotify.com/v1/tracks/4E5P1XyAFtrjpiIxkydly4,audio_features,spotify:track:4E5P1XyAFtrjpiIxkydly4,0.195
33,0.0339,https://api.spotify.com/v1/audio-analysis/3H1LCvO3fVsK2HPguhbml0,0.669,277107,0.822,3H1LCvO3fVsK2HPguhbml0,0.000142,11,0.231,-4.288,1,0.043,120.011,4,https://api.spotify.com/v1/tracks/3H1LCvO3fVsK2HPguhbml0,audio_features,spotify:track:3H1LCvO3fVsK2HPguhbml0,0.43
34,0.00663,https://api.spotify.com/v1/audio-analysis/3uoQULcUWfnt6nc6J7Vgai,0.829,187133,0.627,3uoQULcUWfnt6nc6J7Vgai,0.0,1,0.0939,-3.928,1,0.0759,120.048,4,https://api.spotify.com/v1/tracks/3uoQULcUWfnt6nc6J7Vgai,audio_features,spotify:track:3uoQULcUWfnt6nc6J7Vgai,0.72
35,0.0225,https://api.spotify.com/v1/audio-analysis/2nbClS09zsIAqNkshg6jnp,0.709,234360,0.745,2nbClS09zsIAqNkshg6jnp,5.2e-05,4,0.154,-6.437,0,0.0738,126.027,4,https://api.spotify.com/v1/tracks/2nbClS09zsIAqNkshg6jnp,audio_features,spotify:track:2nbClS09zsIAqNkshg6jnp,0.576
36,0.151,https://api.spotify.com/v1/audio-analysis/69ghzc538EQSVon2Gm3wrr,0.577,229107,0.779,69ghzc538EQSVon2Gm3wrr,0.0,4,0.471,-4.404,1,0.221,86.985,4,https://api.spotify.com/v1/tracks/69ghzc538EQSVon2Gm3wrr,audio_features,spotify:track:69ghzc538EQSVon2Gm3wrr,0.716
37,0.0277,https://api.spotify.com/v1/audio-analysis/1kusepF3AacIEtUTYrw4GV,0.457,203760,0.854,1kusepF3AacIEtUTYrw4GV,9.62e-05,2,0.731,-6.2,1,0.265,172.231,4,https://api.spotify.com/v1/tracks/1kusepF3AacIEtUTYrw4GV,audio_features,spotify:track:1kusepF3AacIEtUTYrw4GV,0.485
38,0.00108,https://api.spotify.com/v1/audio-analysis/7oK9VyNzrYvRFo7nQEYkWN,0.33,222587,0.936,7oK9VyNzrYvRFo7nQEYkWN,0.0,1,0.0926,-3.66,1,0.0917,148.112,4,https://api.spotify.com/v1/tracks/7oK9VyNzrYvRFo7nQEYkWN,audio_features,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,0.234
39,0.00844,https://api.spotify.com/v1/audio-analysis/12qZHAeOyTf93YAWvGDTat,0.442,168000,0.893,12qZHAeOyTf93YAWvGDTat,0.0,0,0.529,-4.878,1,0.0505,148.119,4,https://api.spotify.com/v1/tracks/12qZHAeOyTf93YAWvGDTat,audio_features,spotify:track:12qZHAeOyTf93YAWvGDTat,0.712
40,0.00952,https://api.spotify.com/v1/audio-analysis/2jFlMILIQzs7lSFudG9lbo,0.938,229360,0.735,2jFlMILIQzs7lSFudG9lbo,0.0,7,0.0998,-6.382,1,0.0434,103.7,4,https://api.spotify.com/v1/tracks/2jFlMILIQzs7lSFudG9lbo,audio_features,spotify:track:2jFlMILIQzs7lSFudG9lbo,0.55
41,0.00241,https://api.spotify.com/v1/audio-analysis/4I2GqMe7L2ccMpUbnDzYLH,0.719,220920,0.839,4I2GqMe7L2ccMpUbnDzYLH,0.0,5,0.228,-5.235,1,0.0257,129.97,4,https://api.spotify.com/v1/tracks/4I2GqMe7L2ccMpUbnDzYLH,audio_features,spotify:track:4I2GqMe7L2ccMpUbnDzYLH,0.636
42,0.0004,https://api.spotify.com/v1/audio-analysis/5lDriBxJd22IhOH9zTcFrV,0.453,193653,0.942,5lDriBxJd22IhOH9zTcFrV,2.65e-06,10,0.667,-4.256,1,0.0466,143.85,4,https://api.spotify.com/v1/tracks/5lDriBxJd22IhOH9zTcFrV,audio_features,spotify:track:5lDriBxJd22IhOH9zTcFrV,0.457
43,0.0494,https://api.spotify.com/v1/audio-analysis/2eJ8ij1T3cNUKiGdcUvKhy,0.73,213973,0.848,2eJ8ij1T3cNUKiGdcUvKhy,0.0,5,0.133,-5.262,0,0.101,65.025,4,https://api.spotify.com/v1/tracks/2eJ8ij1T3cNUKiGdcUvKhy,audio_features,spotify:track:2eJ8ij1T3cNUKiGdcUvKhy,0.559
44,0.222,https://api.spotify.com/v1/audio-analysis/5y69gQtK33qxb8a24ACkCy,0.559,237493,0.845,5y69gQtK33qxb8a24ACkCy,0.0,11,0.164,-3.871,1,0.0379,94.915,4,https://api.spotify.com/v1/tracks/5y69gQtK33qxb8a24ACkCy,audio_features,spotify:track:5y69gQtK33qxb8a24ACkCy,0.304
45,0.0501,https://api.spotify.com/v1/audio-analysis/1X5WGCrUMuwRFuYU1eAo2I,0.725,201230,0.732,1X5WGCrUMuwRFuYU1eAo2I,1.8e-06,9,0.104,-6.594,1,0.156,93.029,4,https://api.spotify.com/v1/tracks/1X5WGCrUMuwRFuYU1eAo2I,audio_features,spotify:track:1X5WGCrUMuwRFuYU1eAo2I,0.515
46,0.0137,https://api.spotify.com/v1/audio-analysis/3utIAb67sOu0QHxBE88P1M,0.695,190453,0.903,3utIAb67sOu0QHxBE88P1M,4.32e-05,9,0.126,-5.092,0,0.162,138.985,4,https://api.spotify.com/v1/tracks/3utIAb67sOu0QHxBE88P1M,audio_features,spotify:track:3utIAb67sOu0QHxBE88P1M,0.811
47,0.354,https://api.spotify.com/v1/audio-analysis/3jkdQNkDTxxXtjSO4l0o1H,0.749,208333,0.872,3jkdQNkDTxxXtjSO4l0o1H,0.0,8,0.0898,-3.461,1,0.0292,105.994,4,https://api.spotify.com/v1/tracks/3jkdQNkDTxxXtjSO4l0o1H,audio_features,spotify:track:3jkdQNkDTxxXtjSO4l0o1H,0.536
48,0.00981,https://api.spotify.com/v1/audio-analysis/5c1sfI6wIQEsSUw0xrkFdl,0.485,189187,0.823,5c1sfI6wIQEsSUw0xrkFdl,0.0,1,0.116,-2.816,1,0.0362,91.005,4,https://api.spotify.com/v1/tracks/5c1sfI6wIQEsSUw0xrkFdl,audio_features,spotify:track:5c1sfI6wIQEsSUw0xrkFdl,0.555
49,0.00136,https://api.spotify.com/v1/audio-analysis/6sqNctd7MlJoKDOxPVCAvU,0.414,242413,0.936,6sqNctd7MlJoKDOxPVCAvU,0.0,2,0.369,-2.407,1,0.0758,170.229,4,https://api.spotify.com/v1/tracks/6sqNctd7MlJoKDOxPVCAvU,audio_features,spotify:track:6sqNctd7MlJoKDOxPVCAvU,0.74
0,0.216,https://api.spotify.com/v1/audio-analysis/2HHtWyy5CgaQbC7XSoOb0e,0.815,243773,0.438,2HHtWyy5CgaQbC7XSoOb0e,0.000466,0,0.0787,-14.522,0,0.0346,108.965,4,https://api.spotify.com/v1/tracks/2HHtWyy5CgaQbC7XSoOb0e,audio_features,spotify:track:2HHtWyy5CgaQbC7XSoOb0e,0.552
1,3.23e-05,https://api.spotify.com/v1/audio-analysis/1MYYt7h6amcrauCOoso3Gx,0.343,70294,0.975,1MYYt7h6amcrauCOoso3Gx,0.991,1,0.0515,-2.502,0,0.135,119.883,4,https://api.spotify.com/v1/tracks/1MYYt7h6amcrauCOoso3Gx,audio_features,spotify:track:1MYYt7h6amcrauCOoso3Gx,0.133
2,2.31e-05,https://api.spotify.com/v1/audio-analysis/3x2mJ2bjCIU70NrH49CtYR,0.414,65306,0.959,3x2mJ2bjCIU70NrH49CtYR,0.933,7,0.368,-4.299,0,0.0378,145.911,4,https://api.spotify.com/v1/tracks/3x2mJ2bjCIU70NrH49CtYR,audio_features,spotify:track:3x2mJ2bjCIU70NrH49CtYR,0.589
3,0.0534,https://api.spotify.com/v1/audio-analysis/1Pm3fq1SC6lUlNVBGZi3Em,0.522,108532,0.205,1Pm3fq1SC6lUlNVBGZi3Em,0.235,2,0.0985,-7.986,1,0.0376,103.868,4,https://api.spotify.com/v1/tracks/1Pm3fq1SC6lUlNVBGZi3Em,audio_features,spotify:track:1Pm3fq1SC6lUlNVBGZi3Em,0.353
4,5.24e-05,https://api.spotify.com/v1/audio-analysis/1NXTEkIeRL59NK61QuhYUl,0.0849,214269,0.956,1NXTEkIeRL59NK61QuhYUl,0.953,2,0.397,-4.196,1,0.0805,185.397,3,https://api.spotify.com/v1/tracks/1NXTEkIeRL59NK61QuhYUl,audio_features,spotify:track:1NXTEkIeRL59NK61QuhYUl,0.309
5,0.000748,https://api.spotify.com/v1/audio-analysis/3RGlJJFkWEavxeRQr9ivAd,0.283,110219,0.925,3RGlJJFkWEavxeRQr9ivAd,0.933,3,0.166,-4.7,1,0.111,99.45,4,https://api.spotify.com/v1/tracks/3RGlJJFkWEavxeRQr9ivAd,audio_features,spotify:track:3RGlJJFkWEavxeRQr9ivAd,0.368
6,9.65e-06,https://api.spotify.com/v1/audio-analysis/0e9hR1vTrzlUvFH5PgA9rY,0.492,207520,0.97,0e9hR1vTrzlUvFH5PgA9rY,0.891,4,0.162,-5.677,0,0.0554,120.005,4,https://api.spotify.com/v1/tracks/0e9hR1vTrzlUvFH5PgA9rY,audio_features,spotify:track:0e9hR1vTrzlUvFH5PgA9rY,0.556
7,0.201,https://api.spotify.com/v1/audio-analysis/7dkbEHIMLoeuG4zXGmzhEH,0.493,226000,0.969,7dkbEHIMLoeuG4zXGmzhEH,0.655,2,0.247,-3.282,0,0.0463,170.581,4,https://api.spotify.com/v1/tracks/7dkbEHIMLoeuG4zXGmzhEH,audio_features,spotify:track:7dkbEHIMLoeuG4zXGmzhEH,0.34
8,0.893,https://api.spotify.com/v1/audio-analysis/7nZnCjIJ8JigdMqJ36yRRm,0.536,104600,0.458,7nZnCjIJ8JigdMqJ36yRRm,0.495,2,0.106,-9.906,0,0.0385,170.113,1,https://api.spotify.com/v1/tracks/7nZnCjIJ8JigdMqJ36yRRm,audio_features,spotify:track:7nZnCjIJ8JigdMqJ36yRRm,0.259
9,0.27,https://api.spotify.com/v1/audio-analysis/2TK2KSrzXD6W01qjXVjNGh,0.638,318215,0.49,2TK2KSrzXD6W01qjXVjNGh,0.0,4,0.657,-9.382,0,0.427,173.552,4,https://api.spotify.com/v1/tracks/2TK2KSrzXD6W01qjXVjNGh,audio_features,spotify:track:2TK2KSrzXD6W01qjXVjNGh,0.511
10,0.177,https://api.spotify.com/v1/audio-analysis/3nJYcY9yvKP8Oi2Ml8brXt,0.68,321697,0.413,3nJYcY9yvKP8Oi2Ml8brXt,0.0,8,0.205,-9.41,1,0.492,158.58,4,https://api.spotify.com/v1/tracks/3nJYcY9yvKP8Oi2Ml8brXt,audio_features,spotify:track:3nJYcY9yvKP8Oi2Ml8brXt,0.384
11,0.524,https://api.spotify.com/v1/audio-analysis/4TTV7EcfroSLWzXRY6gLv6,0.609,236738,0.435,4TTV7EcfroSLWzXRY6gLv6,0.0,11,0.118,-7.862,0,0.284,131.998,4,https://api.spotify.com/v1/tracks/4TTV7EcfroSLWzXRY6gLv6,audio_features,spotify:track:4TTV7EcfroSLWzXRY6gLv6,0.563
12,0.15,https://api.spotify.com/v1/audio-analysis/4cxvludVmQxryrnx1m9FqL,0.829,333154,0.649,4cxvludVmQxryrnx1m9FqL,0.0,8,0.0904,-6.764,1,0.317,90.936,4,https://api.spotify.com/v1/tracks/4cxvludVmQxryrnx1m9FqL,audio_features,spotify:track:4cxvludVmQxryrnx1m9FqL,0.569
13,0.58,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,0.338,482830,0.34,5CQ30WqJwcep0pYcV4AMNc,0.0032,9,0.116,-12.049,0,0.0339,82.433,4,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,audio_features,spotify:track:5CQ30WqJwcep0pYcV4AMNc,0.197
14,0.294,https://api.spotify.com/v1/audio-analysis/1HZ3cUZUw5htSFmah1V8Ko,0.54,306040,0.423,1HZ3cUZUw5htSFmah1V8Ko,0.0884,6,0.152,-8.799,1,0.0283,150.135,4,https://api.spotify.com/v1/tracks/1HZ3cUZUw5htSFmah1V8Ko,audio_features,spotify:track:1HZ3cUZUw5htSFmah1V8Ko,0.353
15,0.0107,https://api.spotify.com/v1/audio-analysis/43pmQcgxMMhJu1gPW2ZdNz,0.444,602080,0.793,43pmQcgxMMhJu1gPW2ZdNz,0.000769,5,0.184,-5.326,0,0.0377,101.012,3,https://api.spotify.com/v1/tracks/43pmQcgxMMhJu1gPW2ZdNz,audio_features,spotify:track:43pmQcgxMMhJu1gPW2ZdNz,0.208
16,0.208,https://api.spotify.com/v1/audio-analysis/6Vz7vzOpCwKeSQlfViibuY,0.633,356520,0.858,6Vz7vzOpCwKeSQlfViibuY,0.0114,11,0.0655,-7.42,0,0.0473,102.559,4,https://api.spotify.com/v1/tracks/6Vz7vzOpCwKeSQlfViibuY,audio_features,spotify:track:6Vz7vzOpCwKeSQlfViibuY,0.725
17,0.565,https://api.spotify.com/v1/audio-analysis/4sFbojhVXQv7dBC9PVCcRn,0.566,377747,0.673,4sFbojhVXQv7dBC9PVCcRn,1.13e-06,9,0.0438,-10.814,1,0.306,114.385,4,https://api.spotify.com/v1/tracks/4sFbojhVXQv7dBC9PVCcRn,audio_features,spotify:track:4sFbojhVXQv7dBC9PVCcRn,0.583
18,0.463,https://api.spotify.com/v1/audio-analysis/1dv3ePjze9tPq2pk8eWJdR,0.63,270773,0.616,1dv3ePjze9tPq2pk8eWJdR,0.0408,1,0.173,-8.128,0,0.0309,118.65,4,https://api.spotify.com/v1/tracks/1dv3ePjze9tPq2pk8eWJdR,audio_features,spotify:track:1dv3ePjze9tPq2pk8eWJdR,0.509
19,0.0765,https://api.spotify.com/v1/audio-analysis/5EWPGh7jbTNO2wakv8LjUI,0.252,547107,0.844,5EWPGh7jbTNO2wakv8LjUI,0.00018,0,0.084,-8.121,1,0.0572,118.158,4,https://api.spotify.com/v1/tracks/5EWPGh7jbTNO2wakv8LjUI,audio_features,spotify:track:5EWPGh7jbTNO2wakv8LjUI,0.351
20,0.000989,https://api.spotify.com/v1/audio-analysis/1GqlvSEtMx5xbGptxOTTyk,0.421,303587,0.677,1GqlvSEtMx5xbGptxOTTyk,9.65e-05,4,0.211,-6.183,1,0.0343,127.67,4,https://api.spotify.com/v1/tracks/1GqlvSEtMx5xbGptxOTTyk,audio_features,spotify:track:1GqlvSEtMx5xbGptxOTTyk,0.683
21,0.00975,https://api.spotify.com/v1/audio-analysis/39C5FuZ8C8M0QI8CrMsPkR,0.436,467640,0.657,39C5FuZ8C8M0QI8CrMsPkR,0.00748,5,0.0931,-8.868,1,0.0541,118.693,4,https://api.spotify.com/v1/tracks/39C5FuZ8C8M0QI8CrMsPkR,audio_features,spotify:track:39C5FuZ8C8M0QI8CrMsPkR,0.21
22,0.0397,https://api.spotify.com/v1/audio-analysis/4aVuWgvD0X63hcOCnZtNFA,0.494,235800,0.698,4aVuWgvD0X63hcOCnZtNFA,0.00634,6,0.152,-12.049,0,0.0553,95.842,4,https://api.spotify.com/v1/tracks/4aVuWgvD0X63hcOCnZtNFA,audio_features,spotify:track:4aVuWgvD0X63hcOCnZtNFA,0.778
23,0.00316,https://api.spotify.com/v1/audio-analysis/4DMKwE2E2iYDKY01C335Uw,0.483,323000,0.786,4DMKwE2E2iYDKY01C335Uw,8.86e-05,7,0.446,-5.735,1,0.0319,126.748,4,https://api.spotify.com/v1/tracks/4DMKwE2E2iYDKY01C335Uw,audio_features,spotify:track:4DMKwE2E2iYDKY01C335Uw,0.793
